,word,frequency,length
早逝zǎoshì,早逝zǎoshì,1,6,
詩文shīwén,詩文shīwén,1,6,
永世yǒngshì,永世yǒngshì,1,7,
不朽bùxiǔ,不朽bùxiǔ,1,5,
朱利安zhūlìān,朱利安zhūlìān,1,7,
據信jùxìn,據信jùxìn,1,5,
官府guānfǔ,官府guānfǔ,1,6,
技巧jìqiǎo,技巧jìqiǎo,1,6,
派往pàiwǎng,派往pàiwǎng,1,7,
淤泥yūní,淤泥yūní,1,4,
沉積chénjī,沉積chénjī,1,6,
單獨dāndú,單獨dāndú,1,5,
含糊hánhú,含糊hánhú,1,5,
每位měiwèi,每位měiwèi,1,6,
神祗shénzhī,神祗shénzhī,1,7,
阿馬爾奈āmǎěrnài,阿馬爾奈āmǎěrnài,1,8,
文書wénshū,文書wénshū,1,6,
基色城jīsèchéng,基色城jīsèchéng,1,9,
信件xìnjiàn,信件xìnjiàn,1,7,
黃道huángdào,黃道huángdào,1,8,
猴子hóuzi,猴子hóuzi,1,5,
週年zhōunián,週年zhōunián,1,8,
每天měitiān,每天měitiān,1,7,
吉祥jíxiáng,吉祥jíxiáng,1,7,
工作日gōngzuòrì,工作日gōngzuòrì,1,9,
表格biǎogé,表格biǎogé,1,6,
分配fēnpèi,分配fēnpèi,1,6,
當週dāngzhōu,當週dāngzhōu,1,8,
各天gètiān,各天gètiān,1,6,
菩薩púsà,菩薩púsà,1,4,
華人huárén,華人huárén,1,6,
春節chūnjié,春節chūnjié,1,7,
按照ànzhào,按照ànzhào,1,6,
加強jiāqiáng,加強jiāqiáng,1,8,
大公牆dàgōngqiáng,大公牆dàgōngqiáng,1,11,
十五shíwǔ,十五shíwǔ,1,5,
工程gōngchéng,工程gōngchéng,1,9,
印證yìnzhèng,印證yìnzhèng,1,8,
碑文bēiwén,碑文bēiwén,1,6,
聖殿shèngdiàn,聖殿shèngdiàn,1,9,
凱爾奈克kǎiěrnàikè,凱爾奈克kǎiěrnàikè,1,10,
排pái,排pái,1,3,
獨特dútè,獨特dútè,1,4,
所需suǒxū,所需suǒxū,1,5,
小心翼翼xiǎoxīnyìyì,小心翼翼xiǎoxīnyìyì,1,11,
儀式yíshì,儀式yíshì,1,5,
祭品jìpǐn,祭品jìpǐn,1,5,
供奉gōngfèng,供奉gōngfèng,1,8,
坐船zuòchuán,坐船zuòchuán,1,8,
出發chūfā,出發chūfā,1,5,
現場xiànchǎng,現場xiànchǎng,1,9,
祭祀jìsì,祭祀jìsì,1,4,
高大gāodà,高大gāodà,1,5,
資料zīliào,資料zīliào,1,6,
石碑shíbēi,石碑shíbēi,1,6,
南北nánběi,南北nánběi,1,6,
走向zǒuxiàng,走向zǒuxiàng,1,8,
石群shíqún,石群shíqún,1,6,
祭壇jìtán,祭壇jìtán,1,5,
方形fāngxíng,方形fāngxíng,1,8,
水池shuǐchí,水池shuǐchí,1,7,
巨碑jùbēi,巨碑jùbēi,1,5,
高地gāode dì,高地gāode dì,1,8,
焚毀fénhuǐ,焚毀fénhuǐ,1,6,
機制jīzhì,機制jīzhì,1,5,
融合rónghé,融合rónghé,1,6,
堡壘bǎolěi,堡壘bǎolěi,1,6,
世凱shìkǎi,世凱shìkǎi,1,6,
海床hǎichuáng,海床hǎichuáng,1,9,
機密jīmì,機密jīmì,1,4,
布魯克斯bùlǔkèsī,布魯克斯bùlǔkèsī,1,8,
幾近jǐjìn,幾近jǐjìn,1,5,
手稿shǒugǎo,手稿shǒugǎo,1,7,
發給fāgěi,發給fāgěi,1,5,
推廣tuīguǎng,推廣tuīguǎng,1,8,
化學huàxué,化學huàxué,1,6,
普羅pǔluó,普羅pǔluó,1,5,
恭愍王gōngmǐnwáng,恭愍王gōngmǐnwáng,1,11,
高麗gāolì,高麗gāolì,1,5,
元朝yuáncháo,元朝yuáncháo,1,8,
瓦解wǎjiě,瓦解wǎjiě,1,5,
南韓nánhán,南韓nánhán,1,6,
低水平dīshuǐpíng,低水平dīshuǐpíng,1,10,
鄉村xiāngcūn,鄉村xiāngcūn,1,8,
野餐區yěcānqū,野餐區yěcānqū,1,7,
長凳zhǎngdèng,長凳zhǎngdèng,1,9,
小徑xiǎojìng,小徑xiǎojìng,1,8,
開闊kāikuò,開闊kāikuò,1,6,
空間kōngjiān,空間kōngjiān,1,8,
居民jūmín,居民jūmín,1,5,
福利fúlì,福利fúlì,1,4,
生動shēngdòng,生動shēngdòng,1,9,
水下shuǐxià,水下shuǐxià,1,7,
短文duǎnwén,短文duǎnwén,1,7,
代名詞dàimíngcí,代名詞dàimíngcí,1,9,
輸出shūchū,輸出shūchū,1,6,
旅遊業lǚyóuyè,旅遊業lǚyóuyè,1,7,
礦業kuàngyè,礦業kuàngyè,1,7,
機械jīxiè,機械jīxiè,1,5,
加工業jiāgōngyè,加工業jiāgōngyè,1,9,
印刷yìnshuā,印刷yìnshuā,1,7,
加工jiāgōng,加工jiāgōng,1,7,
西班牙詞xībānyácí,西班牙詞xībānyácí,1,9,
命名mìngmíng,命名mìngmíng,1,8,
共通gòngtōng,共通gòngtōng,1,8,
頭個tóugè,頭個tóugè,1,5,
開普敦市kāipǔdūnshì,開普敦市kāipǔdūnshì,1,11,
到訪dàofǎng,到訪dàofǎng,1,7,
南邊nánbiān,南邊nánbiān,1,7,
北邊běibiān,北邊běibiān,1,7,
哥倫布gēlúnbù,哥倫布gēlúnbù,1,7,
海路hǎilù,海路hǎilù,1,5,
駛入shǐrù,駛入shǐrù,1,5,
加勒比jiālēibǐ,加勒比jiālēibǐ,1,8,
海域hǎiyù,海域hǎiyù,1,5,
蠶食cánshí,蠶食cánshí,1,6,
開普敦kāipǔdūn,開普敦kāipǔdūn,1,8,
袁yuán,袁yuán,1,4,
新共和國xīngònghéguó,新共和國xīngònghéguó,1,12,
較舊jiàojiù,較舊jiàojiù,1,7,
繼承者jìchéngzhě,繼承者jìchéngzhě,1,10,
仍是réngshì,仍是réngshì,1,7,
耶路撒冷yélùsālěng,耶路撒冷yélùsālěng,1,10,
彼拉多bǐlāduō,彼拉多bǐlāduō,1,7,
耶穌yésū,耶穌yésū,1,4,
審訊shěnxùn,審訊shěnxùn,1,7,
新約xīnyuē,新約xīnyuē,1,6,
記載jìzài,記載jìzài,1,5,
十七shíqī,十七shíqī,1,5,
科林斯kēlínsī,科林斯kēlínsī,1,7,
當年dāngnián,當年dāngnián,1,8,
引入yǐnrù,引入yǐnrù,1,5,
特殊tèshū,特殊tèshū,1,5,
閏月rùnyuè,閏月rùnyuè,1,6,
牛頓niúdùn,牛頓niúdùn,1,6,
兩千liǎngqiān,兩千liǎngqiān,1,9,
月相yuèxiāng,月相yuèxiāng,1,8,
若ruò,若ruò,1,3,
云層yúncéng,云層yúncéng,1,7,
煙霧yānwù,煙霧yānwù,1,5,
遮擋zhēdǎng,遮擋zhēdǎng,1,7,
通tōng,通tōng,1,4,
新法蘭西xīnfǎlánxī,新法蘭西xīnfǎlánxī,1,10,
尚shàng,尚shàng,1,5,
年份niánfèn,年份niánfèn,1,7,
結婚jiéhūn,結婚jiéhūn,1,6,
安提帕斯āntípàsī,安提帕斯āntípàsī,1,8,
撰寫zhuànxiě,撰寫zhuànxiě,1,8,
順從shùncóng,順從shùncóng,1,8,
失效shīxiào,失效shīxiào,1,7,
前外蒙古qiánwàiménggǔ,前外蒙古qiánwàiménggǔ,1,13,
大小dàxiǎo,大小dàxiǎo,1,6,
匆忙cōngmáng,匆忙cōngmáng,1,8,
抓捕zhuābǔ,抓捕zhuābǔ,1,6,
二世èrshì,二世èrshì,1,5,
犯fàn,犯fàn,1,3,
戰術zhànshù,戰術zhànshù,1,7,
布雷斯特德bùléisītèdé,布雷斯特德bùléisītèdé,1,11,
學術xuéshù,學術xuéshù,1,6,
盔甲kuījiǎ,盔甲kuījiǎ,1,6,
讚揚zànyáng,讚揚zànyáng,1,7,
後勤hòuqín,後勤hòuqín,1,6,
維持wéichí,維持wéichí,1,6,
長時間zhǎngshíjiān,長時間zhǎngshíjiān,1,12,
攻城戰gōngchéngzhàn,攻城戰gōngchéngzhàn,1,13,
身處shēnchù,身處shēnchù,1,7,
阿穆魯āmùlǔ,阿穆魯āmùlǔ,1,5,
圖尼普túnípǔ,圖尼普túnípǔ,1,6,
不慌不忙bùhuāngbùmáng,不慌不忙bùhuāngbùmáng,1,13,
穿上chuānshàng,穿上chuānshàng,1,10,
調節diàojié,調節diàojié,1,7,
提升tíshēng,提升tíshēng,1,7,
根本性gēnběnxìng,根本性gēnběnxìng,1,10,
早些zǎoxiē,早些zǎoxiē,1,6,
廣受guǎngshòu,廣受guǎngshòu,1,9,
叢書cóngshū,叢書cóngshū,1,7,
凜冬lǐndōng,凜冬lǐndōng,1,7,
寒風hánfēng,寒風hánfēng,1,7,
春曉chūnxiǎo,春曉chūnxiǎo,1,8,
電動diàndòng,電動diàndòng,1,8,
商業化shāngyèhuà,商業化shāngyèhuà,1,10,
哈雷hāléi,哈雷hāléi,1,5,
戴維森dàiwéisēn,戴維森dàiwéisēn,1,9,
盛傳shèngchuán,盛傳shèngchuán,1,10,
大事dàshì,大事dàshì,1,5,
年表niánbiǎo,年表niánbiǎo,1,8,
准確zhǔnquè,准確zhǔnquè,1,7,
股票gǔpiào,股票gǔpiào,1,6,
期貨qīhuò,期貨qīhuò,1,5,
升幅shēngfú,升幅shēngfú,1,7,
百分點bǎifēndiǎn,百分點bǎifēndiǎn,1,10,
齊平qípíng,齊平qípíng,1,6,
售出shòuchū,售出shòuchū,1,7,
鼎力dǐnglì,鼎力dǐnglì,1,6,
累積如山lèijīrúshān,累積如山lèijīrúshān,1,11,
保護局bǎohùjú,保護局bǎohùjú,1,7,
浮出fúchū,浮出fúchū,1,5,
寫完xiěwán,寫完xiěwán,1,6,
整體zhěngtǐ,整體zhěngtǐ,1,7,
白色báisè,白色báisè,1,5,
之所以zhīsuǒyǐ,之所以zhīsuǒyǐ,1,8,
新目標xīnmùbiāo,新目標xīnmùbiāo,1,9,
國土guótǔ,國土guótǔ,1,5,
動員dòngyuán,動員dòngyuán,1,8,
登記dēngjì,登記dēngjì,1,6,
名單míngdān,名單míngdān,1,7,
毫無háowú,毫無háowú,1,5,
混亂hùnluàn,混亂hùnluàn,1,7,
夠多gòuduō,夠多gòuduō,1,6,
北卡羅來納州běikǎluóláinàzhōu,北卡羅來納州běikǎluóláinàzhōu,1,17,
投票數tóupiàoshù,投票數tóupiàoshù,1,10,
有史yǒushǐ,有史yǒushǐ,1,6,
最低zuìdī,最低zuìdī,1,5,
自負zìfù,自負zìfù,1,4,
傲慢àomàn,傲慢àomàn,1,5,
有權yǒuquán,有權yǒuquán,1,7,
有勢yǒushì,有勢yǒushì,1,6,
喜怒無常xǐnùwúcháng,喜怒無常xǐnùwúcháng,1,11,
性格xìnggé,性格xìnggé,1,6,
有害yǒuhài,有害yǒuhài,1,6,
無益wúyì,無益wúyì,1,4,
提前tíqián,提前tíqián,1,6,
佛羅里達州fúluólǐdázhōu,佛羅里達州fúluólǐdázhōu,1,13,
投tóu,投tóu,1,3,
水面shuǐmiàn,水面shuǐmiàn,1,8,
中國人zhōngguórén,中國人zhōngguórén,1,11,
炸雞zhàjī,炸雞zhàjī,1,5,
胃口wèikǒu,胃口wèikǒu,1,6,
些許xiēxǔ,些許xiēxǔ,1,5,
諾曼nuòmàn,諾曼nuòmàn,1,6,
好朋友hǎopéngyǒu,好朋友hǎopéngyǒu,1,10,
情感qínggǎn,情感qínggǎn,1,7,
不佳bùjiā,不佳bùjiā,1,5,
難受nánshòu,難受nánshòu,1,7,
脫口秀tuōkǒuxiù,脫口秀tuōkǒuxiù,1,9,
閒話xiánhuà,閒話xiánhuà,1,7,
行屍xíngshī,行屍xíngshī,1,7,
巴拉特bālātè,巴拉特bālātè,1,6,
單位dānwèi,單位dānwèi,1,6,
驅動力qūdònglì,驅動力qūdònglì,1,8,
猶豫yóuyù,猶豫yóuyù,1,5,
要不要yàobùyào,要不要yàobùyào,1,8,
過世guòshì,過世guòshì,1,6,
註銷zhùxiāo,註銷zhùxiāo,1,7,
當局dāngjú,當局dāngjú,1,6,
追踪zhuīzōng,追踪zhuīzōng,1,8,
無人機wúrénjī,無人機wúrénjī,1,7,
微軟wēiruǎn,微軟wēiruǎn,1,7,
公佈gōngbù,公佈gōngbù,1,6,
軟件ruǎnjiàn,軟件ruǎnjiàn,1,8,
工業界gōngyèjiè,工業界gōngyèjiè,1,9,
飾演shìyǎn,飾演shìyǎn,1,6,
摩根mógēn,摩根mógēn,1,5,
迪恩díēn,迪恩díēn,1,4,
參與者cānyǔzhě,參與者cānyǔzhě,1,8,
喜愛xǐài,喜愛xǐài,1,4,
百勝bǎishèng,百勝bǎishèng,1,8,
餐飲cānyǐn,餐飲cānyǐn,1,6,
肯德基kěndéjī,肯德基kěndéjī,1,7,
母mǔ,母mǔ,1,2,
該案gāiàn,該案gāiàn,1,5,
打到dǎdào,打到dǎdào,1,5,
深愛shēnài,深愛shēnài,1,6,
夫婦fūfù,夫婦fūfù,1,4,
勉強miǎnqiáng,勉強miǎnqiáng,1,9,
愛侶àilǚ,愛侶àilǚ,1,4,
杰弗裡jiéfúlǐ,杰弗裡jiéfúlǐ,1,7,
米爾德里德mǐěrdélǐdé,米爾德里德mǐěrdélǐdé,1,10,
省略shěnglüè,省略shěnglüè,1,8,
求婚qiúhūn,求婚qiúhūn,1,6,
簡短jiǎnduǎn,簡短jiǎnduǎn,1,8,
粉絲fěnsī,粉絲fěnsī,1,5,
怪奇guàiqí,怪奇guàiqí,1,6,
物語wùyǔ,物語wùyǔ,1,4,
沒看méikàn,沒看méikàn,1,6,
響xiǎng,響xiǎng,1,5,
尼根nígēn,尼根nígēn,1,5,
底下dǐxià,底下dǐxià,1,5,
惡意èyì,惡意èyì,1,3,
熟練shúliàn,熟練shúliàn,1,7,
青筋qīngjīn,青筋qīngjīn,1,7,
手shǒu,手shǒu,1,4,
抖動dǒudòng,抖動dǒudòng,1,7,
挑剔tiāotī,挑剔tiāotī,1,6,
格倫達gélúndá,格倫達gélúndá,1,7,
精彩jīngcǎi,精彩jīngcǎi,1,7,
數十shùshí,數十shùshí,1,6,
從事cóngshì,從事cóngshì,1,7,
時事shíshì,時事shíshì,1,6,
放下fàngxià,放下fàngxià,1,7,
麥克風màikèfēng,麥克風màikèfēng,1,9,
拍pāi,拍pāi,1,3,
劇情片jùqíngpiàn,劇情片jùqíngpiàn,1,10,
電影院diànyǐngyuàn,電影院diànyǐngyuàn,1,12,
瞭liào liǎo,瞭liào liǎo,1,9,
巨變jùbiàn,巨變jùbiàn,1,6,
好萊塢hǎoláiwù,好萊塢hǎoláiwù,1,8,
疏遠shūyuǎn,疏遠shūyuǎn,1,7,
沈重shěn chénzhòng,沈重shěn chénzhòng,1,14,
平衡pínghéng,平衡pínghéng,1,8,
和藹可親héǎikěqīn,和藹可親héǎikěqīn,1,9,
含蓄hánxù,含蓄hánxù,1,5,
暖nuǎn,暖nuǎn,1,4,
心房xīnfáng,心房xīnfáng,1,7,
暴起bàoqǐ,暴起bàoqǐ,1,5,
前伸qiánshēn,前伸qiánshēn,1,8,
漏洞lòudòng,漏洞lòudòng,1,7,
脖子bózi,脖子bózi,1,4,
垃圾lājī,垃圾lājī,1,4,
排入páirù,排入páirù,1,5,
海裡hǎilǐ,海裡hǎilǐ,1,5,
塑料sùliào,塑料sùliào,1,6,
魚yú,魚yú,1,2,
艱難jiānnán,艱難jiānnán,1,7,
保健署bǎojiànshǔ,保健署bǎojiànshǔ,1,10,
敦促dūncù,敦促dūncù,1,5,
成年人chéngniánrén,成年人chéngniánrén,1,12,
受傷shòushāng,受傷shòushāng,1,9,
低估dīgū,低估dīgū,1,4,
冬天dōngtiān,冬天dōngtiān,1,8,
寒冷hánlěng,寒冷hánlěng,1,7,
週六zhōuliù,週六zhōuliù,1,7,
馬拉mǎlā,馬拉mǎlā,1,4,
薩德sàdé,薩德sàdé,1,4,
精神病jīngshénbìng,精神病jīngshénbìng,1,12,
裙子qúnzi,裙子qúnzi,1,5,
現代化xiàndàihuà,現代化xiàndàihuà,1,10,
精力jīnglì,精力jīnglì,1,6,
衝擊波chōngjībō,衝擊波chōngjībō,1,9,
吼聲hǒushēng,吼聲hǒushēng,1,8,
對峙duìzhì,對峙duìzhì,1,6,
周日zhōurì,周日zhōurì,1,6,
下午xiàwǔ,下午xiàwǔ,1,5,
觀賞guānshǎng,觀賞guānshǎng,1,9,
特製tèzhì,特製tèzhì,1,5,
外層wàicéng,外層wàicéng,1,7,
表面biǎomiàn,表面biǎomiàn,1,8,
南銀nányín,南銀nányín,1,6,
聘請pìnqǐng,聘請pìnqǐng,1,7,
室內shìnèi,室內shìnèi,1,6,
瑞秋ruìqiū,瑞秋ruìqiū,1,6,
溫漢wēnhàn,溫漢wēnhàn,1,6,
公寓gōngyù,公寓gōngyù,1,6,
痴迷chīmí,痴迷chīmí,1,5,
觸chù,觸chù,1,3,
緊密jǐnmì,緊密jǐnmì,1,5,
受審shòushěn,受審shòushěn,1,8,
謀殺罪móushāzuì,謀殺罪móushāzuì,1,9,
擾亂rǎoluàn,擾亂rǎoluàn,1,7,
罪zuì,罪zuì,1,3,
高等gāoděng,高等gāoděng,1,7,
鎮定zhèndìng,鎮定zhèndìng,1,8,
遵守zūnshǒu,遵守zūnshǒu,1,7,
法規fǎguī,法規fǎguī,1,5,
衡量héngliàng,衡量héngliàng,1,9,
盲目mángmù,盲目mángmù,1,6,
點開diǎnkāi,點開diǎnkāi,1,7,
附件fùjiàn,附件fùjiàn,1,6,
加jiā,加jiā,1,3,
短絨duǎnróng,短絨duǎnróng,1,8,
七十qīshí,七十qīshí,1,5,
英雄yīngxióng,英雄yīngxióng,1,9,
鮑勃bàobó,鮑勃bàobó,1,5,
停歇tíngxiē,停歇tíngxiē,1,7,
製造機zhìzàojī,製造機zhìzàojī,1,8,
作戰zuòzhàn,作戰zuòzhàn,1,7,
功績gōngjī,功績gōngjī,1,6,
醫護yīhù,醫護yīhù,1,4,
全副quánfù,全副quánfù,1,6,
美利肯měilìkěn,美利肯měilìkěn,1,8,
古怪gǔguài,古怪gǔguài,1,6,
季jì,季jì,1,2,
範疇fànchóu,範疇fànchóu,1,7,
回huí,回huí,1,3,
吉瑪jímǎ,吉瑪jímǎ,1,4,
殺戮shālù,殺戮shālù,1,5,
強烈qiángliè,強烈qiángliè,1,8,
慾望yùwàng,慾望yùwàng,1,6,
黑暗hēiàn,黑暗hēiàn,1,5,
桑德蘭sāngdélán,桑德蘭sāngdélán,1,9,
或許huòxǔ,或許huòxǔ,1,5,
離lí,離lí,1,2,
不遠bùyuǎn,不遠bùyuǎn,1,6,
倒退dàotuì,倒退dàotuì,1,6,
寵兒chǒngér,寵兒chǒngér,1,7,
展開zhǎnkāi,展開zhǎnkāi,1,7,
較量jiàoliàng,較量jiàoliàng,1,9,
阿契美尼德波斯āqìměinídébōsī,阿契美尼德波斯āqìměinídébōsī,1,14,
吸納xīnà,吸納xīnà,1,4,
巴爾干人bāěrgànrén,巴爾干人bāěrgànrén,1,10,
從軍cóngjūn,從軍cóngjūn,1,7,
波斯bōsī,波斯bōsī,1,4,
通婚tōnghūn,通婚tōnghūn,1,7,
首家shǒujiā,首家shǒujiā,1,7,
亞尼斯yànísī,亞尼斯yànísī,1,6,
斯瑪拉迪斯sīmǎlādísī,斯瑪拉迪斯sīmǎlādísī,1,10,
葛雷柯géléikē,葛雷柯géléikē,1,7,
簽署qiānshǔ,簽署qiānshǔ,1,7,
執行zhíxíng,執行zhíxíng,1,7,
國務guówù,國務guówù,1,5,
大臣dàchén,大臣dàchén,1,6,
首腦shǒunǎo,首腦shǒunǎo,1,7,
主持zhǔchí,主持zhǔchí,1,6,
隊伍duìwǔ,隊伍duìwǔ,1,5,
巡邏xúnluó,巡邏xúnluó,1,6,
監管jiānguǎn,監管jiānguǎn,1,8,
開墾kāikěn,開墾kāikěn,1,6,
芳特維耶區fāngtèwéiyéqū,芳特維耶區fāngtèwéiyéqū,1,13,
擴建kuòjiàn,擴建kuòjiàn,1,7,
愛爾蘭àiěrlán,愛爾蘭àiěrlán,1,7,
威爾士wēiěrshì,威爾士wēiěrshì,1,8,
附庸國fùyōngguó,附庸國fùyōngguó,1,9,
阿閔塔斯āmǐntǎsī,阿閔塔斯āmǐntǎsī,1,8,
表情biǎoqíng,表情biǎoqíng,1,8,
培奧尼亞人péiàoníyàrén,培奧尼亞人péiàoníyàrén,1,12,
覆蓋fùgài,覆蓋fùgài,1,5,
西伯利亞xībólìyà,西伯利亞xībólìyà,1,8,
大學生dàxuéshēng,大學生dàxuéshēng,1,10,
雅茨克yǎcíkè,雅茨克yǎcíkè,1,6,
印度洋yìndùyáng,印度洋yìndùyáng,1,9,
馬爾代夫mǎěrdàifū,馬爾代夫mǎěrdàifū,1,9,
花崗岩huāgǎngyán,花崗岩huāgǎngyán,1,10,
塞舌爾sāishéěr,塞舌爾sāishéěr,1,8,
刁曼島diāomàndǎo,刁曼島diāomàndǎo,1,10,
火山岩huǒshānyán,火山岩huǒshānyán,1,10,
聖赫勒拿島shènghèlēinádǎo,聖赫勒拿島shènghèlēinádǎo,1,15,
加利福尼亞州jiālìfúníyàzhōu,加利福尼亞州jiālìfúníyàzhōu,1,15,
離岸líàn,離岸líàn,1,4,
小島嶼xiǎodǎoyǔ,小島嶼xiǎodǎoyǔ,1,9,
荒島huāngdǎo,荒島huāngdǎo,1,8,
塞西亞sāixīyà,塞西亞sāixīyà,1,7,
要道yàodào,要道yàodào,1,6,
麥加拉màijiālā,麥加拉màijiālā,1,8,
拜占廷bàizhàntíng,拜占廷bàizhàntíng,1,11,
大流士dàliúshì,大流士dàliúshì,1,8,
司令官sīlìngguān,司令官sīlìngguān,1,10,
美伽巴佐斯měijiābāzuǒsī,美伽巴佐斯měijiābāzuǒsī,1,13,
沿海yánhǎi,沿海yánhǎi,1,6,
白吉龍báijílóng,白吉龍báijílóng,1,9,
氣候學家qìhòuxuéjiā,氣候學家qìhòuxuéjiā,1,11,
氣候學qìhòuxué,氣候學qìhòuxué,1,8,
季風jìfēng,季風jìfēng,1,6,
克溫斯語kèwēnsīyǔ,克溫斯語kèwēnsīyǔ,1,9,
輔音fǔyīn,輔音fǔyīn,1,5,
漸變jiànbiàn,漸變jiànbiàn,1,8,
薩米人sàmǐrén,薩米人sàmǐrén,1,7,
薩米sàmǐ,薩米sàmǐ,1,4,
大氣層dàqìcéng,大氣層dàqìcéng,1,8,
混沌hùndùn,混沌hùndùn,1,6,
降雨jiàngyǔ,降雨jiàngyǔ,1,7,
液滴yèdī,液滴yèdī,1,4,
吸收xīshōu,吸收xīshōu,1,6,
分解fēnjiě,分解fēnjiě,1,6,
二氧化碳èryǎnghuàtàn,二氧化碳èryǎnghuàtàn,1,12,
例子lìzi,例子lìzi,1,4,
構造力gòuzàolì,構造力gòuzàolì,1,8,
大裂谷dàliègǔ,大裂谷dàliègǔ,1,7,
乞力馬扎羅山qǐlìmǎzhāluóshān,乞力馬扎羅山qǐlìmǎzhāluóshān,1,16,
肯尼亞山kěnníyàshān,肯尼亞山kěnníyàshān,1,11,
山峰shānfēng,山峰shānfēng,1,8,
沿岸yánàn,沿岸yánàn,1,5,
班圖bāntú,班圖bāntú,1,5,
信徒xìntú,信徒xìntú,1,5,
融róng,融róng,1,4,
一體yītǐ,一體yītǐ,1,4,
河谷hégǔ,河谷hégǔ,1,4,
托爾訥tuōěrnè,托爾訥tuōěrnè,1,7,
源yuán,源yuán,1,4,
西南xīnán,西南xīnán,1,5,
季節性jìjiéxìng,季節性jìjiéxìng,1,9,
盛行風shèngxíngfēng,盛行風shèngxíngfēng,1,13,
久jiǔ,久jiǔ,1,3,
雨yǔ,雨yǔ,1,2,
季節jìjié,季節jìjié,1,5,
斯拉夫人sīlāfūrén,斯拉夫人sīlāfūrén,1,9,
斯拉夫sīlāfū,斯拉夫sīlāfū,1,6,
大遷徙dàqiānxǐ,大遷徙dàqiānxǐ,1,8,
途徑tújìng,途徑tújìng,1,6,
當今dāngjīn,當今dāngjīn,1,7,
下部xiàbù,下部xiàbù,1,5,
鮮有xiānyǒu,鮮有xiānyǒu,1,7,
大摩拉維亞國dàmólāwéiyàguó,大摩拉維亞國dàmólāwéiyàguó,1,14,
尼特拉nítèlā,尼特拉nítèlā,1,6,
入侵rùqīn,入侵rùqīn,1,5,
侄子zhízi,侄子zhízi,1,5,
王位wángwèi,王位wángwèi,1,7,
羅斯季斯拉夫luósījìsīlāfū,羅斯季斯拉夫luósījìsīlāfū,1,13,
市區shìqū,市區shìqū,1,5,
較晚jiàowǎn,較晚jiàowǎn,1,7,
冰島語bīngdǎoyǔ,冰島語bīngdǎoyǔ,1,9,
借用jièyòng,借用jièyòng,1,7,
泰加林tàijiālín,泰加林tàijiālín,1,9,
極西北jíxīběi,極西北jíxīběi,1,7,
鉬礦mùkuàng,鉬礦mùkuàng,1,7,
磁浮線cífúxiàn,磁浮線cífúxiàn,1,8,
強尼qiángní,強尼qiángní,1,7,
拿ná,拿ná,1,2,
梯凳tīdèng,梯凳tīdèng,1,6,
坐回zuòhuí,坐回zuòhuí,1,6,
面前miànqián,面前miànqián,1,8,
泥鞋níxié,泥鞋níxié,1,5,
小男孩xiǎonánhái,小男孩xiǎonánhái,1,10,
從來cónglái,從來cónglái,1,7,
狂歡節kuánghuānjié,狂歡節kuánghuānjié,1,12,
相xiāng,相xiāng,1,5,
匹敵pǐdí,匹敵pǐdí,1,4,
創意chuàngyì,創意chuàngyì,1,8,
總監zǒngjiān,總監zǒngjiān,1,8,
亞歷杭德羅yàlìhángdéluó,亞歷杭德羅yàlìhángdéluó,1,13,
安娜亞ānnàyà,安娜亞ānnàyà,1,6,
上演shàngyǎn,上演shàngyǎn,1,8,
好時機hǎoshíjī,好時機hǎoshíjī,1,8,
單dān,單dān,1,3,
志願者zhìyuànzhě,志願者zhìyuànzhě,1,10,
阿納亞ānàyà,阿納亞ānàyà,1,5,
挽救wǎnjiù,挽救wǎnjiù,1,6,
新形式xīnxíngshì,新形式xīnxíngshì,1,10,
新傳統xīnchuántǒng,新傳統xīnchuántǒng,1,12,
賣掉màidiào,賣掉màidiào,1,7,
玩笑wánxiào,玩笑wánxiào,1,7,
穀倉gǔcāng,穀倉gǔcāng,1,6,
打成dǎchéng,打成dǎchéng,1,7,
動態圖dòngtàitú,動態圖dòngtàitú,1,9,
定制dìngzhì,定制dìngzhì,1,7,
迷因míyīn,迷因míyīn,1,5,
貼紙tiēzhǐ,貼紙tiēzhǐ,1,6,
連接liánjiē,連接liánjiē,1,7,
簡訊jiǎnxùn,簡訊jiǎnxùn,1,7,
舉動jǔdòng,舉動jǔdòng,1,6,
期望qīwàng,期望qīwàng,1,6,
生產率shēngchǎnlǜ,生產率shēngchǎnlǜ,1,11,
場所chǎngsuǒ,場所chǎngsuǒ,1,8,
平局píngjú,平局píngjú,1,6,
高柵欄gāoshānlán,高柵欄gāoshānlán,1,10,
挺進tǐngjìn,挺進tǐngjìn,1,7,
決定性juédìngxìng,決定性juédìngxìng,1,11,
伊斯內爾yīsīnèiěr,伊斯內爾yīsīnèiěr,1,9,
致敬zhìjìng,致敬zhìjìng,1,7,
道賀dàohè,道賀dàohè,1,5,
惡作劇èzuòjù,惡作劇èzuòjù,1,6,
很爛hěnlàn,很爛hěnlàn,1,6,
蒙混ménghùn,蒙混ménghùn,1,7,
過關guòguān,過關guòguān,1,7,
跳過tiàoguò,跳過tiàoguò,1,7,
極好jíhǎo,極好jíhǎo,1,5,
憑藉píngjí,憑藉píngjí,1,6,
鈷礦gǔkuàng,鈷礦gǔkuàng,1,7,
賽車sàichē,賽車sàichē,1,6,
薩拉斯sàlāsī,薩拉斯sàlāsī,1,6,
